,Review,Sentiment
754,"A truly special ride. Only (ridiculously small) quibble was with a few of the effects, but most of the effects were amazing. Cast was wonderful - Simu Liu is a STAR, Awkwafina and Tony Leung were incendiary, the entire rest of the cast were perfect. The action is so far beyond most other action movies, it’s almost playing a different sport. The heart of the movie, though - the struggle to find one’s self amidst family turmoil and the expectations of father and the loss and grief embodied beautifully in the movie…THAT is why the movie is truly special.",POSITIVE
755,"Free guy was a great movie, my wife and I really enjoyed it. The story was refreshing and the CGI was well executed",POSITIVE
756,"A top 3 Marvel Movie. The actions scenes are probably some of the best in the MCU, Wenwu is one of my favourite villains, the visuals and cgi are insane, the chemistry between all of the characters is impeccable, the music and cultural appreciation couldn’t have been any better. Not just a perfect Marvel movie, but a perfect movie in general that’ll hopefully be nominated for some sort of academy award",POSITIVE
757,"By no means was this movie scary, the police station scene was ridiculous. I thought the idea for the antagonist was clever but got a little out of hand. The ending was bleak.",NEGATIVE
758,"Marvel makes another ""B"" grade movie, which is by no means an insult. However, I couldn't help shake the feeling that I had seen this Marvel movie before. In other words, these films are becoming formulaic, especially since I've seen every one of them. Combine that with the new shows and I wonder if they're starting to get too saturated. This film and one medium flaw and a handful of small flaws in my opinion, but nothing major. The medium flaw was a character's motive three quarters into the film and some of the smaller issues was overreliance and sometimes questionable CGI (reminded me of Black Panther's not so good CGI in parts). Also, it was pretty predictable if you've seen a ton of movies over your lifetime, but again, it's a superhero flick. It dragged a smidge in Act 3 as well. On the positives, it didn't rely on a bunch of clichés in addition to the action/martial arts being top notch. The characters were likeable and world building was solid. IMO Marvel makes about 15% ""A"" films, 70% ""B"" films, and 15% ""C"" films. This can be thrown in with the majority.",NEGATIVE
759,"G.I. Joe ""The Ultimate Weapon of Democracy"" - yeah, not so much anymore. The movie was just not good, unless you look at it from the perspective of a production company taking over a character and twisting it into something opposite of what the character originally was. I think the actors are okay, but it seems like it's got to be really hard for them to overcome bad writing, disloyalty to the source material, and in many cases bad camera work. There was so much great material written by the comic book creators in the 80's that it's so odd to see them gut Snake Eyes and reanimate his corpse. It's sad. This is not Snake Eyes, this is Fake Eyes. If you'd really like to see Snake Eyes done well, check out G.I. Joe Resolute.",NEGATIVE
760,"Wow! This movie's take on video games and coding will turn a few people off, but under the hood this is a great story about AI and it is hilarious. Go see it. Went in expecting a terrible movie and everyone in the theater was laughing and cheering by the end.",POSITIVE
761,Such a bizarre plot start to finish. I thought I was going to watch something similar to John Wick and instead watched something that could’ve aired on the Food Network.,NEGATIVE
762,"This movie is something else. A fresh and funny story and a must see for gamers because of the many references and crossovers to the gaming industry. Where Ryan Renolds once again portrayed his character fantastically, the rest of the cast also fitted perfectly into the setting and the story. Of course there are the classic cliché scenes of love, action and humor, but the combination of reality and the digital world made it feel different than in any other film. Besides, there were moments when you actually start thinking, what if AI will actually ever become so smart that it will take on its own life? This thought is fantastic and scary at the same time.",POSITIVE
763,It's the best superhero movie I've seen this year and the decade. I know I'm being a bit of an exaggeration but I really enjoyed it so much.,POSITIVE
764,"I like the fast franchise a lot, but the film goes to far out of the way of normal. Going to outer space, involving a giant family origin in the ninth installment and rushing into the plot within 10 minutes were the biggest mistakes of the movie. It could of been a whole let better with a better directing job.",NEGATIVE
765,"While the acting, concept and premise is good, the execution at the end is off . Also, the positives do not outweigh the cringiness I felt when the film tries to justify the husband's becoming a serial killer out of the duty to protect his wife.",NEGATIVE
766,Cringe. Packed so much of wo-man power and other SJW pandering that it kills any entertainment value it could have had.,NEGATIVE
767,"While the film is a bit heavy-handed at times, this documentary should be viewed by every American who is unfamiliar with the DeHart case. It is a terrifying glimpse into the nature of the American police state.",POSITIVE
768,"The moment, early in the film, that the filmmakers directly rip off an Indiana Jones gag (Indy breaking into the tomb in the library, striking the ground at the same time the clerk is stamping papers) tells you just how original Jungle Cruise will be. It's the shadow/rip-off of much better films, from the original Pirates, Raiders, the 90's Mummy and naturally The African Queen. Oh, and toss in a 101 Best Dad Jokes book. The leads have charm and charisma, but I'd rather spend a half hour with them chatting on, say the Graham Norton show, then two plus hours of this manufactured mess. It wants to be the model of the ""rousing"" adventure with that friendly family feeling from the 80's and 90's. Anytime you see four screenwriters, you're usually in for a bumpy ride. The jokes that don't know when to end. The beating a point over the head till it's flattened (if you had a drinking game every time Blunt' s characters pants are mentioned, you'd be dead by the first hour). And the score is such a CVS version of John Williams, he should get royalties. I am bumping this up a bit solely on the performance of Jesse Plemmons, God bless him, as the German officer. Seeing him get orders from some bees (yup), is something you don't see everyday.",NEGATIVE
769,F9 is the best movie ever ! ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,POSITIVE
770,"What a waste of time ، It's a waste of two and a half hours, it's just like a movie",NEGATIVE
771,Absolutely terrible. Who greenlighted this movie? There are college/indie films with better acting and plot progression.,NEGATIVE
772,Well back to back stinkers ... Pig then Old. We are so desperate to get back to theater watching that we tend to jump at the 1st chance to go see new releases. This comes close to having the most amateurish acting of any film I've watched. A total bomb ... couldn't wait for it to end.,NEGATIVE
773,"Left halfway through. The CGI is unbearably bad, kills are uninspired, dialogue is atrocious",NEGATIVE
774,"The movie is amazing. The movie starts off slow but it's going to grow and the third act is impressive, and the direction and photography are amazing.",POSITIVE
775,"Probably one of the best orgin stories for Marvel in awhile. Although, I gave it a ""Ten"" my only compliant is come of the car/vehicle CGI was a little wonky at times. Overall though a great story and character that I'm excited to see in the MCU.",POSITIVE
776,You can tell the FF franchise is running out of ideas when they start involving James Bond gadgets and they seem more invincible superheroes that the original gang of car thieves.,NEGATIVE
777,"Best film about a musician ever. Jennifer Hudson was born to play the queen of soul, and she gives her all to this role, I hope she wins an Academy Award for this performance",POSITIVE
778,"Taking on an entrenched, centuries-old social, religious and political patriarchy is no easy feat, but the protagonist in director Teona Strugar Mitevska's latest offering unwittingly does just that. Set in the small Macedonian community of Stip, a discouraged, unemployed, single, plus-sized, thirty-something spinster who still lives with her parents becomes the unlikely center of attention when she impulsively participates in and wins a traditional male-only competition, inciting claims of impropriety, invoking civil unrest and theft of a religious icon (with no legal basis for backing up any of the charges, despite inflated vague allegations that she broke ""the rules""). While the film crackles with biting satire and delivers an important and empowering message for women, it tends to get bogged down in repetitive, circular arguments at times, making the picture come across as somewhat heavy-handed and dogmatic (at least to viewers who reside in more tolerant and open-minded societies). But, then, for a culture that has long fought against progressive social change, perhaps such a sledgehammer approach is what's needed to get the message across to those who have staunchly resisted it and used whatever means available to them to reinforce such an archaic view. To many, it might seem that films like this should no longer be necessary in this day and age, but the fact that it was made suggests the opposite and that there's yet more work to be done.",NEGATIVE
779,"This saga can no longer continue, there are no more fresh things to tell, they only saturate with the same, the cast count on some super soldier serum since they don't suffer any damage. In conclusion we have something ridiculous without any sense.",NEGATIVE
780,"Had a great time watching this one, it felt so different from the other MCU movies and yet it was very enjoyable. Even though I don't understand Chinese i'm glad some of the dialogue is in Chinese I love the way it sounds. The fight scenes are so cool and and I love the fantasy settings. The cast is great Katy is so funny and loveable and I'm hoping to see more of her and Shang-Shi and Xialing. I'd give this movie a 9.7 and round it up to 10.",POSITIVE
781,Driver's the only reason I muddled my way through this shamble of a film. Excruciatingly soul-crushing lamentable piece of art.,NEGATIVE
782,"Unbelievable how far this franchise has come. From car tuning to... I don't even know what that is. An incredible load of action, accentuated of course by unrealistic physics, but I'm not criticizing that. The series has been pushing the boundaries of realism in these exploding scenes for a long time now, and that doesn't bother me so much. It's a nice spectacle. Where the problem lies is more in the story, which just kinda sucks here. The plot, like something out of a sci-fi movie, and then there's that one location that was already really over the top, but I don't want to spoil that for you. On top of that, we get characters from previous episodes returning, which is cool, but including Han, who as we can already know...(those who haven't seen Tokyo Drift spoiler!)...................................................................................................................................................................................................................................................................................................................................................................................................is long dead. Even though it was explained in the movie how it's possible that he survived, I still think they shouldn't have revived Han. My opinion. What's cool are the flashbacks that Dom has here. They're cool, but unfortunately that's probably the best thing about the movie. Add to that the ending, which just didn't satisfy me. Not to just criticize the film, I praise the music, which was really cool in places, and maybe the action, which although it's really overdone, is at least nice to watch and a blast for action lovers. For me, an average film that I don't recommend even to fans of the series.",POSITIVE
783,"Although I'm not the biggest Marvel fan, I always go to the movies to see the popular new releases. So I decided to go and see Shang-Chi last week with some friends. I was not disappointed at all! Of course , it's kind of different if you're going to compare it to some other Marvel movies, but it's really interesting! I really enjoyed the soundtrack aswell.",POSITIVE
784,"Жуткая душнина, одно желание что бы скорее кончился, вся интрига раскрыта в трейлерах",NEGATIVE
785,"It is an excellent film that reminds you of what made Disney great: fun! Loved the humor, action, cinematography details, and moving soundtrack. The acting was good, if not great for an action flick. Fun for the whole family. Disney best attempt at getting it in years.",POSITIVE
786,Just another quick cash grab from the Furious Franchise. Good thing they numbered this movie because I lost count.,NEGATIVE
787,"this is the best movie for kids and old fans, the story is the best in 1 pups have to face his past in adventure city and i like the song too ""good mood"", the Graphics are HD i love skye ears omg....",POSITIVE
788,"of course, this movie isn't for everyone, but i personally enjoyed it! if not for the movie itself, just go for the laughs. my friends and i giggled like crazy at some parts(don't worry, it was a VERY late showing). this is honestly one of my favorite perfomances from adam driver, and i can't wait to watch more simon helberg projects(he's great!)",POSITIVE
789,"the fandom menace mostly picked apart this movie. i agree with them especially the critical drinker. disney should just hire the leaders of the fandom menace to edit and guide writing and disney needs to cut the woke crap out entirely, nobody who consumes this media wants that stuff and disney needs to forbid their stupid adult pretenders (aka ""actors"") cosplay hollyweird idiots from speaking on the socials or press. anyways, the movie was best reviewed by critical drinker - it could have been good but at every possible turn where they could have made it better or worse they chose worse. writing is terrible. its being review pumped right now as well - its so overrated everywhere they must have the scripts running overtime and paid a band of sycophants to show up in force.",NEGATIVE
790,Sabia que esta película iba a estar buenísima cuando descubrí que Jordan Peele era el guionista de la misma.,NEGATIVE
791,Ein sehr spannender Film. Kate ist sehr Taff. Manche Szenen sind sehr brutal.,NEGATIVE
792,"People be purging after the purge is finish but now, it seems that all the purging is aimed at Mexican immigrants for some reason.",NEGATIVE
793,Boring and painfully generic. Main character is everyman jackiechan type with zero personality. Its almost a copy paste black panther for chinese. The bus sequence is kinda fine and then it goes down hill into a hackneyed you can see it a mile a way family drama and turns into cgi wuxia crap by the end. Also disney inserted a plushie type character. Ugh. ben kingsley was by far the most interesting character in the movie everybody else is pretty stock. Abomination shows up but they dont do anything in with him.Made me rewatch og movies like the original Mortal Kombat and Big trouble in little china.,NEGATIVE
794,"This film is a perfect parody of itself, I felt like I had aged 30 years when leaving the theater. It gets way too on the nose to be meaningful. The acting is barely passable. The ""twist"" is nothing special at all. I enjoyed nothing about this movie, and I usually can at least have a good time with M Night flicks. Skip it!",NEGATIVE
795,Good things in this movie: The fight choreographies and parts of the CGI. Bad things in this movie: everything else.,POSITIVE
796,"The poster and trailer of the movie may totally fool you. Obviously, Nicholas Cage may kill your interest. But it's not an over the top ridiculous package rather a slow burning journey to the soul of the character. Only Hollywood can create such movies.",NEGATIVE
797,To much women in power sister was better than main character mom was better fighter than the dad…what?!? His friend/love interest was dull and boring also not funny and at the end it became and Godzilla movie. End credits were boring and a waste of time too.,NEGATIVE
798,This is one of the worst movies I have seen in recent years. I had to turn off my brain for this one. Everyone is old as a raisin. Just move on ffs! The stunts are completely stupid and don't get me started on those damn magnets.,NEGATIVE
799,Reminisce... probably one of the best Movies that's like an Adaptation to a Game! Called The Sinking City...,POSITIVE
800,"I got the chance to see this, via Screen Unseen at Odeon. And God, I was disappointed. I had 3 main gripes with this mediocre mess: cinematography, writing, and casting. Starting off, I found nothing of narrative worth, interesting or new concepts, or entertaining jokes. I think I only laughed once, something beyond a nasal exhale. Whilst talking plot, they clearly don't understand how online games work, even how servers work at all. Games don't slowly just dissapear when being turned off, and in this case, destroyed. The characters don't change at all, or change in literally half a second. Especially the human characters. The ending comes to mind, with her randomly realising the programmer dude, forgot what he's called, just that generic, loves her or whatever. Randomly cuts in the middle of the hug too for whatever reason. Cinematography to me just felt generic. Bland. Nothing. No interesting colour uses, similar lighting throughout, just half assed. I guess the repeating shots are interesting, following the patterns of AI, I suppose. Casting was a major issue, as with the presence of Taika Waititi. The first thing that comes to mind when a gaming company CEO comes up, is not an old dude from New Zealand, dressed in a mix between hobo clothes and Supreme. This instantly came off to me as The Lego Movie -esque rip off. Just lazy. First original movie I saw in cinemas this year, and it was trash. Fantastic.",NEGATIVE
801,"Watching this movie is such a waste of time. At first I was interested in the misogynist aspect of the film, soon I really didn't care about the characters or the plot. If False Positive was a fish, it would be a puffer.",NEGATIVE
802,"The MCU has finally reached a point where we have seen a lot of weird stuffs, So they can throw something really crazy at us and we will just accept it as normal. That's what I love about this movie, it takes you to a wild journey where anything can happen. The movie has a lot of surprises, a great villain and a good story even if I wasn't a big fan of the jokes that the movie throws at you every time anything happens. In conclusion, this is the kind of movie that you will enjoy if you watch it to have fun. This movie is far from a masterpiece, but at the same time, feels like they finally portrayed the craziness of the comics in the big screen without the fear that it could be too much for the audience.",POSITIVE
803,"(Mauro Lanari) Why label an exploitation film as action, once again produced by Leitch with 10 or 20 stunt performers for each actor, gory, sanguinary and proud not to give a damn about the plot? Derivative of the Chinese Woo and the Japanese Miike, it is a choreographed butcher's shop for slaughterhouse lovers.",NEGATIVE
804,"why bother calling this candyman. it started out possibly ok - there was a bunch of threads and callbacks etc but then by the ending they left out plot threads and then went full hamfisted mode. its a terrible piece of hot garbage. this movie has a ""message"" but ruins the story because of the message.",NEGATIVE
805,"First, Cruella, and now, The Blind Man. What's with the obsession of turning irredeemable villains into brutal yet lovable anti-heroes? 'Don't Breathe 2' is a cheap way of turning the brilliant first film into another franchise. I mean, Norman's still cool and all, but you need to forget all he did in the first film to follow this new characterization. And don't get me started on the plot: totally ridiculous, especially the second half. Let's hope they leave this man alone once and for all.",NEGATIVE
806,They absolutely missed the mark on this one. I enjoy the newer fast movies like hobbs vs shaw and fast 7 but this one was just unenjoyable. Vin Diesel is a really stale actor and John Cena is the same. The movie has a terrible plot that is probably the worst one so far. Charlize Theron is unbearable. A lot of the dialogue is laughably bad with terrible humour and boring exposition.,NEGATIVE
807,"Ryan Reynolds stars as a background Non-playable character in a popular online shooter akin to 'Fortnite', and finds himself becoming more and more conscious and aware of his surroundings and day-to-day life as he becomes bored with his daily programming and evolves into a conscious artificial intelligence that tries to break free of his programmed system. With the help of a human player he happens to fall in love with (Jodie Comer), him and the rest of the NPC characters try to rebel against the online world they've been limited to, and must try and stop a greedy gaming CEO (Taika Waititi) from deactivating and shutting them down for good. The trailers for this film gave off major 'Saints Row' vibes to me, along with other similar online shooters, but I found myself intrigued nonetheless. And I can say that after going in with only modest expectations, this film turned out to be an absolute riot, both literally and figuratively, and I mean in a very good way! I had so much fun watching this film and getting immersed within this world and all the bonkers action and antics it had to offer! There's some surprising and welcome cameos throughout, and like any video game-themed, of course there was bound to be some Easter eggs and references to other games and pop culture references here and there, but thankfully the film surprisingly isn't overly saturated with them, unlike with another particular video game-themed film (Ready Player One). In addition, Reynolds is just as funny and entertaining as ever, bringing in that same chipper attitude that he brings to Deadpool all the time. Jodie Comer also holds her own quite well alongside him, although I wasn't exactly comfortable with the 17-yr age gap between her and Reynolds",POSITIVE
808,"In a way, I can't help feeling a little trace of disappointment, this because of what the film tries and does not materialize. No Sudden Move looks good. It has fine actors starring, and above all it has the experienced hand of Steven Soderbergh in the direction, and yet it fails to exceed the average. No Sudden Move is a story of betrayals, but these are not really outstanding because the mystery created is quite soft. Complication after complication pile up until they lead to a loose and flabby ending. There's not a vibrant pulse that makes the film fascinating or more exhilarating. It's hard for me to find the exact words, but what I'm trying to say is that the film doesn't manage to conjure up enough elements to be more memorable, or at least deliver on what it originally seemed to have promised. For Soderbergh's filmography it will be a medium film. I have no doubts about it. Is not bad, but it won't be one that will shine later on.",NEGATIVE
809,"7.5/10 If they rather make a story about Nic Cage wife or Nic Cage daughter got kidnap rather than Nic Cage Pig, it could be a way heartbreaking story and way better movie, i just didn't really feel (just a little bit) and worry about the Pig, why?, because it's a Pig!, but besides that, Pig was still have some good things in it, the movie it's not long and it didn't feel long too, added with Nicolas Cage great performance, Alexis Grapsas and Philip Klein beautiful score, Pig is still pretty good.",POSITIVE
810,The worst fast movie ever. The should honor Paul for the last time producing a STREET RACING ONLY movie. You need to watch the sky instead of this ****,NEGATIVE
811,"One of the best origin movie on MCU and i love so much the character of Shang Chi and Katy, I also enjoyed The Mandarin, the villain. recommended",POSITIVE
812,"Better than the 1st movie! Great performances from Stephen Lang and Madelyn Grace and full of action and suspense. Child was protagonist, not Norman.",POSITIVE
813,"Não é o filme que eu esperava. O elenco é bom e isso tornao filme melhor, mas não estava á espera de tanta magia e isso, que tornou o filme mais acriançado.",NEGATIVE
814,"You could be forgiven for thinking this is one of those Liam Neeson-esque movies where he punches his way through all the bad guys in order to rescue his daughter/wife etc. Stillwater is a much more toned down movie than the trailer would have you believe. Bill (Matt Damon) flies out to Marseilles to visit his estranged daughter Allison (Abigail Breslin) who is currently in prison for the murder of a college student she was sharing an apartment with. Allison is insistent she did not commit this crime and is trying to get the investigation reopened. Bill is determined to prove his daughter’s innocence and starts some of his own investigation into a possible new lead. He soon realises that as an American navigating his way through Marseilles with the language barrier and culture shock is more difficult than he imagined. If you feel this idea rings a bell, it is very loosely based on a real life case, there are some similarities but Stillwater has no “based on true events” quote at any point nor does it claim to have any connection with real life events. There’s a few themes running at once, and it’s drifting between family drama and legal thriller. Damon’s character particularly as the out of place American going through a journey as he spends more time in Marseilles and develops a friendship with Virginie (Camille Cottin). Bill could have been a difficult character to pull off and have the audience sympathize with and care about. With a different actor it could have been a disaster but Damon was 100% the right choice. I liked Stillwater for the most part but at almost 2 hours and 20 minutes, it’s far too long for this type of film. It’s very drawn out and a bit dull in places. There was no need for it to drag on so much and could have easily lost 20 minutes. That aside the performances from Damon, Breslin and Cottin are the strongest thing you can take from Stillwater and really hold the film together. Recommended.",POSITIVE
815,"In film, being ambitious and pretentious is something that happens a lot. And frankly it's not a bad thing. I love ambitious filmmakers, especially if they're capable of challenging you. The problem appears when the filmmaker in question, doesn't have what it takes to justify those ambitions and pretensions. And unfortunately, in my opinion for Leos Carax and his Annette, that's what happens. I have to make it clear. Annette is not a bad movie. My review may sound like this, but trust me, it is not. Annette is exuberant, thought-provoking, bizarre, and suggestive, but at the same time suffers from a notable lack of balance. I don't deny that there will be many people who will be able to admire what it's trying to do in a different way. However, trying to be surreal, provocative and intense is a risky move that can end up being a double-edged sword, because even with your fervent visual style, all of this can look pretty good on screen, but ultimately when you don't add depth to anything, the show ends up being hollow. Yes, it will be a show that looks very nice, that has spectacular visuals, that is competently directed, that its music is good, that its lead actor is really solid, but that also squanders its lead actress, and fails to become the wonderful rock opera, that I can believe its creator envisioned. And all this overloaded adventure with its more than excessive 140 minutes, can't help but seem lacking in better arguments to defend its position. Unfortunately for Annette, regardless of its qualities and most notorious elements, it's also a film that tries to be a lot when it's actually saying very little. It's not a disappointment. Far from it. I really think it's a good film, however it cannot avoid the issue of pointing up to the stars, yet it never takes off the ground.",NEGATIVE
816,"Let's say it. Great fight sequences won't make this movie less boring. It really has it's moments but it also sunks into the WTF territory and slow pace of scenes bridging movie acts, makes it hard to watch. Trevor from Iron Man 3 returns as an unfanny companion to the main characters. Marvel took some lessons from Monsterverse movies and this time as a subplot we have two mystical mythological creatures representing chaos and order (or good and evil) entagled in fight against each other. No Shou-Lao or Fing Fang Foom references anywhere. Also... Mandarin is a chicken stew. The most developed character is Shang Chi's father. The worst and out of everything is the Razor Fist, turned into some bulky mindless drone. The story is more straight than Zuckerberg's confused reptilian face, reassembling the plot of LOTR movies... go from point A to B. Overall... not a good flick FOR ME. Also Kevin Feige started damage control weeks ago before the movie premiered, now I know why.",NEGATIVE
817,J'étais très excité de voir ce film et j'ai été très déçu de le voir. Ils avaient tout pour être meilleurs que le précédent et ils n'en ont pas profité.,POSITIVE
818,"Amazing movie, must watch. Genuinely surprised me. Watching in cinemas is much better.",POSITIVE
819,"CGI and the acting were good but plot is flawed. It's basically ""GTA V Online: The Movie"". This movie is geared towards needs alike",NEGATIVE
820,It's like the whole movie was made to make America look racist and evil. Just a poorly made movie that's constantly painting America to be something it isn't.,NEGATIVE
821,Another generic marvel film. You would think after so many movies made they would know how to do good cgi? It felt like an indie movie with the terrible cgi.,NEGATIVE
822,"It’s got some major pacing issues, but there’s a lot of fun Easter eggs and Ryan Reynolds doing his best Ryan Reynolds impression. Better than Ready Player One.",POSITIVE
823,"Starting with homage and evolving to outright insane fun, Malignant is a tribute to the best of 80s american and italian horror, while also becoming it's own unique beast that should not be missed by any horror fan!",POSITIVE
824,Feels real. Sometimes too real. It's a movie that left me wishing it would take a left turn into a Hollywood cliché to make everything alright. It refuses and ends up being a slice of life on film. Someone wrote that it feels like you spend real time with real people going through some really tough sh*t. I couldn't agree more. I liked spending that time with these people.,NEGATIVE
825,Literally watched the first GiJoe movie before watching this one and had so much fun. I always loved snake eyes as a kid and this was a great action packed movie.,POSITIVE
826,"Soderberg returns to the Detroit area, all these years after Out Of Sight, with a tale that feels like Elmore Leonard lite. Small time criminals get involved with what should be a simple heist, that gets twisted and complicated. The cast is stellar across the board, with an uncredited cameo that'll put a smile on your face. It's definitely mid level Soderbergh, but the cast pushes this to above average.",POSITIVE
827,"Marvel is making here a desperate effort to conquer the screens of our Asian neighbors. But don't expect at any moment to be surprised by anything else than what Marvel always did. The scenario is bland and really predictable. Jokes are definitely 'marvelesque' as they tend to become parodies of themselves. The pace is really weird thanks to these numerous flashbacks that respond to each other. I found the characters were really unattractive and uncharismatic (especially Simu Liu as Shang-chi), in addition to the fact that Xialing (Shang-chi's sister interpreted by Meng'er Zhang) had a huge unused potential. The very end is really underwhelming thanks to the unoriginal and traditional cliff-hanger. The power of the rings is only questioned at the very end, making it unexplained during the whole movie. Fight scenes are great even if repetitive and a bit long. The movie generally focuses way too much on events and plot rather than on relations (excepted between father - mother - Shang-chi - Xialing), which is quite disappointing ; the few we see is poorly written. Despite all this, the music (from 88rising) is absolutely gorgeous even if asian-stereotyped here and there. The CGI is great (yes, it just takes a lot of money to make it happen) and allows the final scenes to be as grand as you would expect from a Marvel movie. The colours are great and the lighting is top notch.",POSITIVE
828,"Vin Diesel and the gang are back for another series of outrageous stunts. This time they even more brazenly defy the laws of physics. The plot is standard: They’re saving us from an evil genius who wants to control the world via computer chips. In an attempt to add heart, each of the cast members gets their moment for emotion (or humor in some cases), sometimes with flashbacks. Even so, these “heartfelt” moments are just there to pass time til the next action beat, most of which are spectacularly over the top. While some action flix boast large body counts, this one piles up the crashed cars. Still, that’s what the audience expects, although frankly, it's getting a bit overdone. NOTE: Stay thru the early credits for one surprise cameo.",NEGATIVE
829,"Soderbergh's best film since 'Logan Lucky.' There's a moment when it's kind of difficult to follow all the twists and turns the story has to offer, but 'No Sudden Move' is an entertaining film about the true extent of capitalism and how regular joes are always destined to lose.",POSITIVE
830,"The first 2/3rds of this movie are really good, and well written. I found myself sympathasizing w/Matt Damons character. And I liked how well written his daughters character possibly wrongly stuck in prison. I even liked the single Mom and wise beyond her years daughter and how they basaically adopted this stranger in a strange land. But then in the last act? Matt Damons character loses his mind, and the movie goes off the rails. I liked 2/3rd of it, but the last half hour or so really disappointed me and didn't fit the rest of the movie.",NEGATIVE
831,I highly recommend this home invasion horror/thriller! The child is the only person that views the blind man as a good person in the end and that makes sense because she doesn’t have another reference. Definitely a must see!,POSITIVE
832,This movie is horrible. I will need therapy after watching this. They might as well given people super powers and have them fly around.,NEGATIVE
833,"The acting, the sets, the cars and the costumes were great. But the story ran off the rails in the second half of the movie. In the end, I didn't care who lived and who died after all the double and triple crosses. Thumbs up for the acting and sets. Thumbs down for it's convoluted story.",NEGATIVE
834,"Jungle Cruise is a pretty fun ride from Disney, with its high budget and gloss. While it is derivative of its previous flicks, It is buoyed by the strong chemistry between the Rock and Emily Blunt. Otherwise, it's business as usual from the House of Mouse.",POSITIVE
835,"It was OK but not as good as I was hoping it would be. Entertaining but I lost interest. Very bloody and gory. I don’t find that scary just gross. I was hoping for something new but like Friday the 13th, Halloween, nightmare on Elm Street… very weak storyline cutting people up lots of blood and gore, blah",NEGATIVE
836,"A very nice surprise! You'll enter 'Pig' expecting a big pile of bodies, but the sole thing that'll get piled up are tears. Even the bad guy has a small arc worth exploring. But the best part is that Nicholas Cage gives one of those stoic performances that'll make you remember the best moments of his career. Check it out.",POSITIVE
837,I don't think I have ever rated a movie on this site but I need to for this one. Absolutely Fantastic!!! WOW! It's that simple of a review....watch and enjoy this refreshing movie we all need right now.,POSITIVE
838,Rock's dad jokes carry this movie to a legendary level. His jokes really help you cruise through this film.,POSITIVE
839,"The subject is already apparent from the title and any press/previews. A group of people ends up on a beach where they rapidly age. Since it’s written/directed by M. Night Shyamalan you can hope for a suspenseful approach and dark thrills, plus a surprise twist. The revelation was unexpected, but not shocking. The tension never manifests. It’s just a sci-fi mystery that’s only interest is watching how and when the cast will change. On the plus side, the beach is lovely and Shyamalan’s big-screen style keeps it visually attractive. Other than that, this is just a mediocre episode of The Twilight Zone. BTW, the director introduces the screening with a welcome back to the movies and he has a cameo as the van driver.",POSITIVE
840,Super cool movie all about futuristic stuff Those who love open world Games would love the movie. A must watch,POSITIVE
841,This film surprised me because I thought it was going to be a run of the mill kids movie. This film is great for what it is and has a ton of fun references,POSITIVE
842,"Garbage, worst fast and furious movie of all, stay away from this, This is a warning!",NEGATIVE
843,"It's humorous, but it's also supposed to be horror, yet it never takes advantage of both genres and stakes. Its own execution provokes it, and that thing, despite the charisma, took away many points from the whole story. Especially the incredibly weak conclusion. It didn't displease me, but it was underwhelming to say the least. I would recommend it for a weekend. You can forget about it after that.",NEGATIVE
844,"not sure where all the hate comes from. don’t compare this to other movies, take it for what it is. this is a fun sci-fi crime mystery movie. Rebecca Ferguson and hugh hackman had such good chemistry and the visuals were stunning in the film. the plot kept you hooked throughout. felt like the story couldn’t used a little refinement as there were some dull scenes i def would of cut. but overall solid watch and would recommend to my friends",POSITIVE
845,"Laughingly bad to the point I had to stop the movie and fast forward to the end, which was cringe worthy.",NEGATIVE
846,"A child abductor who killed the girls she captured has escaped from prison many years later and is coming for the one girl who escaped from her but then, people in her town start getting murdered and it's not clear who is actually doing it.",NEGATIVE
847,"I was excited for this movie, but it was terrible, and I was thoroughly disappointed. It was not the least bit exciting or horrifying, which sucks because the Candyman is a cool character that deserved a better movie than this. Not really sure what they were trying to accomplish. There are a few cool shots and some decent acting, but that's about it. The plot goes nowhere and the dialog is terrible. Don't waste your time/money",NEGATIVE
848,"A damn good solo movie to be perfectly blunt. I can see this competing with Black Panther & Doctor Strange as my favorite debut solo movie. The soundtrack is amazing, the action sequences are top notch, the plot is to the point but still interesting. Will say the post-credit scenes are a bit underwhelming but still enjoyed them.",POSITIVE
849,"I fully enjoyed this film. I saw it in a real movie theater, not on my couch [where I have been viewing many films over the past year due to the pandemic]. It was engaging and engulfing from the get go. Some of us prefer a slowly developing format with twists and turns. The acting performances were stellar. From reading other reviews, it appears people do not have patience for a story to unfold at its own pace, and prefer fast action and violence. It is loosely based on a true story, but does not present itself as art imitating life. It was refreshing to see a good drama on the big screen.",POSITIVE
850,"Хороший фильм, но иногда диалоги очень затянуты. Концовку сильно растянули",NEGATIVE
851,M Night Shyamalan is a fantastic director. I do not understand why everybody hates him so much. Even his worst movie is still better than most other directors best movies including Spielberg. Old is no exception.,POSITIVE
